Ts,t,Q released,Weight loss,Q  Base line,W  Base line,Q corrected,Weight loss corrected,Q acumulated,Remaining Weight,,T (oC),Column,Row,Weight [%],Column,Row,,Sample,"Total OM loss
[%]","Total Q released
[J g-1]","Q' 
[J mg-1 OM]","Q50
[J g-1]","T50Q
[oC]","Q1
[%]","Q2
[%]","Q3
[%]","T1Q 
[oC]","T2Q 
[oC]","T3Q 
[oC]","W50
[%]","T50W
[oC]","W1
(%)","W2
(%)","W3
(%)","T1W 
[oC]","T2W 
[oC]","T3W 
[oC]"
7.35E+01,1.40E+02,-6.66E-01,0.00E+00,-6.66E-01,0.00E+00,0.0000,0.0000,0.00,9.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.36E+01,1.41E+02,-6.65E-01,0.00E+00,-6.65E-01,0.00E+00,0.0000,0.0000,0.00,9.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.38E+01,1.42E+02,-6.64E-01,0.00E+00,-6.64E-01,0.00E+00,0.0000,0.0000,0.00,9.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.39E+01,1.43E+02,-6.63E-01,0.00E+00,-6.63E-01,0.00E+00,0.0000,0.0000,0.00,9.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.41E+01,1.44E+02,-6.62E-01,0.00E+00,-6.62E-01,0.00E+00,0.0000,0.0000,0.00,9.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.42E+01,1.45E+02,-6.61E-01,0.00E+00,-6.61E-01,0.00E+00,0.0000,0.0000,0.00,9.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.44E+01,1.46E+02,-6.60E-01,0.00E+00,-6.60E-01,0.00E+00,0.0000,0.0000,0.00,9.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.46E+01,1.47E+02,-6.59E-01,0.00E+00,-6.59E-01,0.00E+00,0.0000,0.0000,0.00,9.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.48E+01,1.48E+02,-6.58E-01,0.00E+00,-6.58E-01,0.00E+00,0.0000,0.0000,0.00,9.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.49E+01,1.49E+02,-6.57E-01,0.00E+00,-6.57E-01,0.00E+00,0.0000,0.0000,0.00,9.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.51E+01,1.50E+02,-6.56E-01,0.00E+00,-6.56E-01,0.00E+00,0.0000,0.0000,0.00,9.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.52E+01,1.51E+02,-6.54E-01,0.00E+00,-6.54E-01,0.00E+00,0.0000,0.0000,0.00,9.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.54E+01,1.52E+02,-6.53E-01,0.00E+00,-6.53E-01,0.00E+00,0.0000,0.0000,0.00,9.82E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.56E+01,1.53E+02,-6.52E-01,0.00E+00,-6.52E-01,0.00E+00,0.0000,0.0000,0.00,9.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.57E+01,1.54E+02,-6.50E-01,0.00E+00,-6.50E-01,0.00E+00,0.0000,0.0000,0.00,9.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.59E+01,1.55E+02,-6.49E-01,0.00E+00,-6.49E-01,0.00E+00,0.0000,0.0000,0.00,9.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.60E+01,1.56E+02,-6.48E-01,0.00E+00,-6.48E-01,0.00E+00,0.0000,0.0000,0.00,9.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.62E+01,1.57E+02,-6.47E-01,0.00E+00,-6.47E-01,0.00E+00,0.0000,0.0000,0.00,9.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.64E+01,1.58E+02,-6.45E-01,0.00E+00,-6.45E-01,0.00E+00,0.0000,0.0000,0.00,9.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.65E+01,1.59E+02,-6.44E-01,0.00E+00,-6.44E-01,0.00E+00,0.0000,0.0000,0.00,9.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.67E+01,1.60E+02,-6.42E-01,0.00E+00,-6.42E-01,0.00E+00,0.0000,0.0000,0.00,9.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.69E+01,1.61E+02,-6.41E-01,0.00E+00,-6.41E-01,0.00E+00,0.0000,0.0000,0.00,9.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.70E+01,1.62E+02,-6.40E-01,0.00E+00,-6.40E-01,0.00E+00,0.0000,0.0000,0.00,9.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.72E+01,1.63E+02,-6.38E-01,0.00E+00,-6.38E-01,0.00E+00,0.0000,0.0000,0.00,9.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.74E+01,1.64E+02,-6.37E-01,0.00E+00,-6.37E-01,0.00E+00,0.0000,0.0000,0.00,9.81E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.75E+01,1.65E+02,-6.36E-01,0.00E+00,-6.36E-01,0.00E+00,0.0000,0.0000,0.00,9.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.77E+01,1.66E+02,-6.35E-01,0.00E+00,-6.35E-01,0.00E+00,0.0000,0.0000,0.00,9.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.78E+01,1.67E+02,-6.33E-01,0.00E+00,-6.33E-01,0.00E+00,0.0000,0.0000,0.00,9.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.80E+01,1.68E+02,-6.32E-01,0.00E+00,-6.32E-01,0.00E+00,0.0000,0.0000,0.00,9.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82E+01,1.69E+02,-6.30E-01,0.00E+00,-6.30E-01,0.00E+00,0.0000,0.0000,0.00,9.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.83E+01,1.70E+02,-6.29E-01,0.00E+00,-6.29E-01,0.00E+00,0.0000,0.0000,0.00,9.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.85E+01,1.71E+02,-6.27E-01,0.00E+00,-6.27E-01,0.00E+00,0.0000,0.0000,0.00,9.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.87E+01,1.72E+02,-6.26E-01,0.00E+00,-6.26E-01,0.00E+00,0.0000,0.0000,0.00,9.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.88E+01,1.73E+02,-6.24E-01,0.00E+00,-6.24E-01,0.00E+00,0.0000,0.0000,0.00,9.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.90E+01,1.74E+02,-6.23E-01,0.00E+00,-6.23E-01,0.00E+00,0.0000,0.0000,0.00,9.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.92E+01,1.75E+02,-6.21E-01,0.00E+00,-6.21E-01,0.00E+00,0.0000,0.0000,0.00,9.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.93E+01,1.76E+02,-6.19E-01,0.00E+00,-6.19E-01,0.00E+00,0.0000,0.0000,0.00,9.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.95E+01,1.77E+02,-6.17E-01,0.00E+00,-6.17E-01,0.00E+00,0.0000,0.0000,0.00,9.80E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.97E+01,1.78E+02,-6.16E-01,0.00E+00,-6.16E-01,0.00E+00,0.0000,0.0000,0.00,9.79E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.98E+01,1.79E+02,-6.14E-01,0.00E+00,-6.14E-01,0.00E+00,0.0000,0.0000,0.00,9.79E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.00E+01,1.80E+02,-6.12E-01,0.00E+00,-6.12E-01,0.00E+00,0.0000,0.0000,0.00,9.79E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.01E+01,1.81E+02,-6.10E-01,0.00E+00,-6.10E-01,0.00E+00,0.0000,0.0000,0.00,9.79E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.03E+01,1.82E+02,-6.09E-01,0.00E+00,-6.09E-01,0.00E+00,0.0000,0.0000,0.00,9.79E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.05E+01,1.83E+02,-6.07E-01,0.00E+00,-6.07E-01,0.00E+00,0.0000,0.0000,0.00,9.79E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.06E+01,1.84E+02,-6.05E-01,0.00E+00,-6.05E-01,0.00E+00,0.0000,0.0000,0.00,9.79E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.08E+01,1.85E+02,-6.03E-01,0.00E+00,-6.03E-01,0.00E+00,0.0000,0.0000,0.00,9.79E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.10E+01,1.86E+02,-6.01E-01,0.00E+00,-6.01E-01,0.00E+00,0.0000,0.0000,0.00,9.79E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.11E+01,1.87E+02,-6.00E-01,0.00E+00,-6.00E-01,0.00E+00,0.0000,0.0000,0.00,9.79E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.13E+01,1.88E+02,-5.98E-01,0.00E+00,-5.98E-01,0.00E+00,0.0000,0.0000,0.00,9.79E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.15E+01,1.89E+02,-5.96E-01,0.00E+00,-5.96E-01,0.00E+00,0.0000,0.0000,0.00,9.79E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.16E+01,1.90E+02,-5.94E-01,0.00E+00,-5.94E-01,0.00E+00,0.0000,0.0000,0.00,9.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.18E+01,1.91E+02,-5.93E-01,0.00E+00,-5.93E-01,0.00E+00,0.0000,0.0000,0.00,9.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.20E+01,1.92E+02,-5.91E-01,0.00E+00,-5.91E-01,0.00E+00,0.0000,0.0000,0.00,9.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.21E+01,1.93E+02,-5.89E-01,0.00E+00,-5.89E-01,0.00E+00,0.0000,0.0000,0.00,9.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.23E+01,1.94E+02,-5.87E-01,0.00E+00,-5.87E-01,0.00E+00,0.0000,0.0000,0.00,9.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.24E+01,1.95E+02,-5.84E-01,0.00E+00,-5.84E-01,0.00E+00,0.0000,0.0000,0.00,9.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.26E+01,1.96E+02,-5.82E-01,0.00E+00,-5.82E-01,0.00E+00,0.0000,0.0000,0.00,9.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.28E+01,1.97E+02,-5.80E-01,0.00E+00,-5.80E-01,0.00E+00,0.0000,0.0000,0.00,9.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.29E+01,1.98E+02,-5.78E-01,0.00E+00,-5.78E-01,0.00E+00,0.0000,0.0000,0.00,9.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.31E+01,1.99E+02,-5.75E-01,0.00E+00,-5.75E-01,0.00E+00,0.0000,0.0000,0.00,9.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.33E+01,2.00E+02,-5.72E-01,0.00E+00,-5.72E-01,0.00E+00,0.0000,0.0000,0.00,9.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.34E+01,2.01E+02,-5.70E-01,0.00E+00,-5.70E-01,0.00E+00,0.0000,0.0000,0.00,9.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.36E+01,2.02E+02,-5.68E-01,0.00E+00,-5.68E-01,0.00E+00,0.0000,0.0000,0.00,9.78E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.38E+01,2.03E+02,-5.65E-01,0.00E+00,-5.65E-01,0.00E+00,0.0000,0.0000,0.00,9.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.39E+01,2.04E+02,-5.62E-01,0.00E+00,-5.62E-01,0.00E+00,0.0000,0.0000,0.00,9.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.41E+01,2.05E+02,-5.60E-01,0.00E+00,-5.60E-01,0.00E+00,0.0000,0.0000,0.00,9.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.43E+01,2.06E+02,-5.57E-01,0.00E+00,-5.57E-01,0.00E+00,0.0000,0.0000,0.00,9.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.44E+01,2.07E+02,-5.55E-01,0.00E+00,-5.55E-01,0.00E+00,0.0000,0.0000,0.00,9.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.46E+01,2.08E+02,-5.53E-01,0.00E+00,-5.53E-01,0.00E+00,0.0000,0.0000,0.00,9.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.48E+01,2.09E+02,-5.51E-01,0.00E+00,-5.51E-01,0.00E+00,0.0000,0.0000,0.00,9.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.49E+01,2.10E+02,-5.48E-01,0.00E+00,-5.48E-01,0.00E+00,0.0000,0.0000,0.00,9.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.51E+01,2.11E+02,-5.46E-01,0.00E+00,-5.46E-01,0.00E+00,0.0000,0.0000,0.00,9.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.52E+01,2.12E+02,-5.44E-01,0.00E+00,-5.44E-01,0.00E+00,0.0000,0.0000,0.00,9.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.54E+01,2.13E+02,-5.42E-01,0.00E+00,-5.42E-01,0.00E+00,0.0000,0.0000,0.00,9.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.56E+01,2.14E+02,-5.39E-01,0.00E+00,-5.39E-01,0.00E+00,0.0000,0.0000,0.00,9.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.57E+01,2.15E+02,-5.37E-01,0.00E+00,-5.37E-01,0.00E+00,0.0000,0.0000,0.00,9.77E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.59E+01,2.16E+02,-5.35E-01,0.00E+00,-5.35E-01,0.00E+00,0.0000,0.0000,0.00,9.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.61E+01,2.17E+02,-5.33E-01,0.00E+00,-5.33E-01,0.00E+00,0.0000,0.0000,0.00,9.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.63E+01,2.18E+02,-5.31E-01,0.00E+00,-5.31E-01,0.00E+00,0.0000,0.0000,0.00,9.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.64E+01,2.19E+02,-5.28E-01,0.00E+00,-5.28E-01,0.00E+00,0.0000,0.0000,0.00,9.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.66E+01,2.20E+02,-5.26E-01,0.00E+00,-5.26E-01,0.00E+00,0.0000,0.0000,0.00,9.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.67E+01,2.21E+02,-5.24E-01,0.00E+00,-5.24E-01,0.00E+00,0.0000,0.0000,0.00,9.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.69E+01,2.22E+02,-5.21E-01,0.00E+00,-5.21E-01,0.00E+00,0.0000,0.0000,0.00,9.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.71E+01,2.23E+02,-5.19E-01,0.00E+00,-5.19E-01,0.00E+00,0.0000,0.0000,0.00,9.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.72E+01,2.24E+02,-5.16E-01,0.00E+00,-5.16E-01,0.00E+00,0.0000,0.0000,0.00,9.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.74E+01,2.25E+02,-5.13E-01,0.00E+00,-5.13E-01,0.00E+00,0.0000,0.0000,0.00,9.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.76E+01,2.26E+02,-5.11E-01,0.00E+00,-5.11E-01,0.00E+00,0.0000,0.0000,0.00,9.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.77E+01,2.27E+02,-5.08E-01,0.00E+00,-5.08E-01,0.00E+00,0.0000,0.0000,0.00,9.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.79E+01,2.28E+02,-5.06E-01,0.00E+00,-5.06E-01,0.00E+00,0.0000,0.0000,0.00,9.76E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.81E+01,2.29E+02,-5.03E-01,0.00E+00,-5.03E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.82E+01,2.30E+02,-5.01E-01,0.00E+00,-5.01E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.84E+01,2.31E+02,-4.98E-01,0.00E+00,-4.98E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.86E+01,2.32E+02,-4.95E-01,0.00E+00,-4.95E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.87E+01,2.33E+02,-4.92E-01,0.00E+00,-4.92E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.89E+01,2.34E+02,-4.90E-01,0.00E+00,-4.90E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.91E+01,2.35E+02,-4.87E-01,0.00E+00,-4.87E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.92E+01,2.36E+02,-4.84E-01,0.00E+00,-4.84E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.94E+01,2.37E+02,-4.82E-01,0.00E+00,-4.82E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.96E+01,2.38E+02,-4.79E-01,0.00E+00,-4.79E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.97E+01,2.39E+02,-4.76E-01,0.00E+00,-4.76E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.99E+01,2.40E+02,-4.73E-01,0.00E+00,-4.73E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.01E+01,2.41E+02,-4.71E-01,0.00E+00,-4.71E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.02E+01,2.42E+02,-4.68E-01,0.00E+00,-4.68E-01,0.00E+00,0.0000,0.0000,0.00,9.75E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.04E+01,2.43E+02,-4.65E-01,0.00E+00,-4.65E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.06E+01,2.44E+02,-4.62E-01,0.00E+00,-4.62E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.07E+01,2.45E+02,-4.60E-01,0.00E+00,-4.60E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.09E+01,2.46E+02,-4.57E-01,0.00E+00,-4.57E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.11E+01,2.47E+02,-4.54E-01,0.00E+00,-4.54E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.12E+01,2.48E+02,-4.51E-01,0.00E+00,-4.51E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.14E+01,2.49E+02,-4.48E-01,0.00E+00,-4.48E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.16E+01,2.50E+02,-4.45E-01,0.00E+00,-4.45E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.17E+01,2.51E+02,-4.43E-01,0.00E+00,-4.43E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.19E+01,2.52E+02,-4.39E-01,0.00E+00,-4.39E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.21E+01,2.53E+02,-4.36E-01,0.00E+00,-4.36E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.22E+01,2.54E+02,-4.34E-01,0.00E+00,-4.34E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.24E+01,2.55E+02,-4.31E-01,0.00E+00,-4.31E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.25E+01,2.56E+02,-4.28E-01,0.00E+00,-4.28E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.27E+01,2.57E+02,-4.26E-01,0.00E+00,-4.26E-01,0.00E+00,0.0000,0.0000,0.00,9.74E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.29E+01,2.58E+02,-4.23E-01,0.00E+00,-4.23E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.30E+01,2.59E+02,-4.20E-01,0.00E+00,-4.20E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.32E+01,2.60E+02,-4.18E-01,0.00E+00,-4.18E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34E+01,2.61E+02,-4.15E-01,0.00E+00,-4.15E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.35E+01,2.62E+02,-4.12E-01,0.00E+00,-4.12E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.37E+01,2.63E+02,-4.09E-01,0.00E+00,-4.09E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.39E+01,2.64E+02,-4.07E-01,0.00E+00,-4.07E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.40E+01,2.65E+02,-4.04E-01,0.00E+00,-4.04E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.42E+01,2.66E+02,-4.01E-01,0.00E+00,-4.01E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.44E+01,2.67E+02,-3.98E-01,0.00E+00,-3.98E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.45E+01,2.68E+02,-3.95E-01,0.00E+00,-3.95E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.47E+01,2.69E+02,-3.92E-01,0.00E+00,-3.92E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.49E+01,2.70E+02,-3.89E-01,0.00E+00,-3.89E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.50E+01,2.71E+02,-3.86E-01,0.00E+00,-3.86E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.52E+01,2.72E+02,-3.83E-01,0.00E+00,-3.83E-01,0.00E+00,0.0000,0.0000,0.00,9.73E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.54E+01,2.73E+02,-3.81E-01,0.00E+00,-3.81E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.55E+01,2.74E+02,-3.78E-01,0.00E+00,-3.78E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.57E+01,2.75E+02,-3.75E-01,0.00E+00,-3.75E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.59E+01,2.76E+02,-3.72E-01,0.00E+00,-3.72E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.60E+01,2.77E+02,-3.69E-01,0.00E+00,-3.69E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.62E+01,2.78E+02,-3.66E-01,0.00E+00,-3.66E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.64E+01,2.79E+02,-3.63E-01,0.00E+00,-3.63E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.66E+01,2.80E+02,-3.60E-01,0.00E+00,-3.60E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.67E+01,2.81E+02,-3.57E-01,0.00E+00,-3.57E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.69E+01,2.82E+02,-3.54E-01,0.00E+00,-3.54E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.71E+01,2.83E+02,-3.51E-01,0.00E+00,-3.51E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.72E+01,2.84E+02,-3.48E-01,0.00E+00,-3.48E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.74E+01,2.85E+02,-3.45E-01,0.00E+00,-3.45E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.76E+01,2.86E+02,-3.42E-01,0.00E+00,-3.42E-01,0.00E+00,0.0000,0.0000,0.00,9.72E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
